"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPSC15_reference","GPSC17_reference","GPSC22_reference","GPSC25_reference","GPSC26_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC4_reference","GPSC5_reference","GPSC8_reference","JYGP01","NC_017592"
"celA","","PTS system cellobiose-specific EIIB component","13","13","1","1","4101","13","2","","308","308","308","GPSC15_reference_01793","GPSC17_reference_01881","GPSC22_reference_01852","GPSC25_reference_01950","GPSC26_reference_01962","GPSC32_reference_01958","GPSC34_reference_01873","GPSC37_reference_01860","GPSC3_reference_01954","GPSC4_reference_01889","GPSC5_reference_01941","GPSC8_reference_02017","","NC_017592_01885"
"gmuA","","PTS system oligo-beta-mannoside-specific EIIA component","13","13","1","1","4100","13","1","","308","308","308","GPSC15_reference_01794","GPSC17_reference_01882","GPSC22_reference_01853","GPSC25_reference_01951","GPSC26_reference_01963","GPSC32_reference_01959","GPSC34_reference_01874","GPSC37_reference_01861","GPSC3_reference_01955","GPSC4_reference_01890","GPSC5_reference_01942","GPSC8_reference_02018","","NC_017592_01886"
"group_2300","","hypothetical protein","13","13","1","1","1110","209","1","","299","299","299","GPSC15_reference_01798","GPSC17_reference_01886","GPSC22_reference_01857","GPSC25_reference_01955","GPSC26_reference_01967","GPSC32_reference_01963","GPSC34_reference_01878","GPSC37_reference_01865","GPSC3_reference_01959","GPSC4_reference_01894","GPSC5_reference_01946","GPSC8_reference_02022","","NC_017592_01890"
"ulaG","","putative L-ascorbate-6-phosphate lactonase UlaG","13","13","1","1","1113","14","10","","1091","1091","1091","GPSC15_reference_01800","GPSC17_reference_01888","GPSC22_reference_01859","GPSC25_reference_01957","GPSC26_reference_01969","GPSC32_reference_01965","GPSC34_reference_01880","GPSC37_reference_01867","GPSC3_reference_01961","GPSC4_reference_01896","GPSC5_reference_01948","GPSC8_reference_02024","","NC_017592_01892"
"licR_2","","putative licABCH operon regulator","13","13","1","1","1114","14","9","","1673","1673","1673","GPSC15_reference_01801","GPSC17_reference_01889","GPSC22_reference_01860","GPSC25_reference_01958","GPSC26_reference_01970","GPSC32_reference_01966","GPSC34_reference_01881","GPSC37_reference_01868","GPSC3_reference_01962","GPSC4_reference_01897","GPSC5_reference_01949","GPSC8_reference_02025","","NC_017592_01893"
"ulaD","","3-keto-L-gulonate-6-phosphate decarboxylase UlaD","13","13","1","1","1117","14","6","","665","665","665","GPSC15_reference_01804","GPSC17_reference_01892","GPSC22_reference_01863","GPSC25_reference_01961","GPSC26_reference_01973","GPSC32_reference_01969","GPSC34_reference_01884","GPSC37_reference_01871","GPSC3_reference_01965","GPSC4_reference_01900","GPSC5_reference_01952","GPSC8_reference_02028","","NC_017592_01896"
"ulaC","","Ascorbate-specific PTS system EIIA component","13","13","1","1","1118","14","5","","485","485","485","GPSC15_reference_01805","GPSC17_reference_01893","GPSC22_reference_01864","GPSC25_reference_01962","GPSC26_reference_01974","GPSC32_reference_01970","GPSC34_reference_01885","GPSC37_reference_01872","GPSC3_reference_01966","GPSC4_reference_01901","GPSC5_reference_01953","GPSC8_reference_02029","","NC_017592_01897"
"ulaB","","Ascorbate-specific PTS system EIIB component","13","13","1","1","1119","14","4","","281","281","281","GPSC15_reference_01806","GPSC17_reference_01894","GPSC22_reference_01865","GPSC25_reference_01963","GPSC26_reference_01975","GPSC32_reference_01971","GPSC34_reference_01886","GPSC37_reference_01873","GPSC3_reference_01967","GPSC4_reference_01902","GPSC5_reference_01954","GPSC8_reference_02030","","NC_017592_01898"
"ulaA_1","","Ascorbate-specific PTS system EIIC component","13","13","1","1","1120","14","3","","1457","1457","1457","GPSC15_reference_01807","GPSC17_reference_01895","GPSC22_reference_01866","GPSC25_reference_01964","GPSC26_reference_01976","GPSC32_reference_01972","GPSC34_reference_01887","GPSC37_reference_01874","GPSC3_reference_01968","GPSC4_reference_01903","GPSC5_reference_01955","GPSC8_reference_02031","","NC_017592_01899"
"ackA","","Acetate kinase","13","13","1","1","1126","263","1","","1190","1190","1190","GPSC15_reference_01812","GPSC17_reference_01900","GPSC22_reference_01871","GPSC25_reference_01969","GPSC26_reference_01981","GPSC32_reference_01977","GPSC34_reference_01892","GPSC37_reference_01879","GPSC3_reference_01973","GPSC4_reference_01908","GPSC5_reference_01960","GPSC8_reference_02036","","NC_017592_01904"
"group_2308","","hypothetical protein","13","13","1","1","1190","230","1","","365","365","365","GPSC15_reference_01823","GPSC17_reference_01910","GPSC22_reference_01882","GPSC25_reference_01980","GPSC26_reference_01992","GPSC32_reference_01988","GPSC34_reference_01903","GPSC37_reference_02144","GPSC3_reference_01984","GPSC4_reference_01918","GPSC5_reference_01971","GPSC8_reference_02048","","NC_017592_01915"
"agaA_2","","N-acetylgalactosamine-6-phosphate deacetylase","13","13","1","1","1187","118","2","","1151","1151","1151","GPSC15_reference_01825","GPSC17_reference_01912","GPSC22_reference_01884","GPSC25_reference_01982","GPSC26_reference_01994","GPSC32_reference_01990","GPSC34_reference_01905","GPSC37_reference_02142","GPSC3_reference_01986","GPSC4_reference_01920","GPSC5_reference_01973","GPSC8_reference_02050","","NC_017592_01917"
"oatA","","O-acetyltransferase OatA","13","13","1","1","1186","118","1","","1817","1817","1817","GPSC15_reference_01826","GPSC17_reference_01913","GPSC22_reference_01885","GPSC25_reference_01983","GPSC26_reference_01995","GPSC32_reference_01991","GPSC34_reference_01906","GPSC37_reference_02141","GPSC3_reference_01987","GPSC4_reference_01921","GPSC5_reference_01974","GPSC8_reference_02051","","NC_017592_01918"
"group_2311","","hypothetical protein","13","13","1","1","1184","23","4","","857","857","857","GPSC15_reference_01828","GPSC17_reference_01915","GPSC22_reference_01887","GPSC25_reference_01985","GPSC26_reference_01997","GPSC32_reference_01993","GPSC34_reference_01908","GPSC37_reference_02139","GPSC3_reference_01989","GPSC4_reference_01923","GPSC5_reference_01976","GPSC8_reference_02053","","NC_017592_01920"
"yeeO","","putative FMN/FAD exporter YeeO","13","13","1","1","1175","23","1","","1280","1280","1280","GPSC15_reference_01836","GPSC17_reference_01921","GPSC22_reference_01894","GPSC25_reference_01991","GPSC26_reference_02004","GPSC32_reference_01999","GPSC34_reference_01915","GPSC37_reference_02133","GPSC3_reference_01995","GPSC4_reference_01929","GPSC5_reference_01984","GPSC8_reference_02060","","NC_017592_01927"
"sasA_2","","Adaptive-response sensory-kinase SasA","13","13","1","1","604","10","6","","1331","1331","1331","GPSC15_reference_01863","GPSC17_reference_01947","GPSC22_reference_01920","GPSC25_reference_02019","GPSC26_reference_02036","GPSC32_reference_02026","GPSC34_reference_01957","GPSC37_reference_01913","GPSC3_reference_02031","GPSC4_reference_01958","GPSC5_reference_02045","GPSC8_reference_02092","","NC_017592_01959"
"pstS2","","Phosphate-binding protein PstS 2","13","13","1","1","603","10","7","","875","875","875","GPSC15_reference_01864","GPSC17_reference_01948","GPSC22_reference_01921","GPSC25_reference_02020","GPSC26_reference_02037","GPSC32_reference_02027","GPSC34_reference_01958","GPSC37_reference_01914","GPSC3_reference_02032","GPSC4_reference_01959","GPSC5_reference_02046","GPSC8_reference_02093","","NC_017592_01960"
"pstC_2","","hypothetical protein","13","13","1","1","602","10","8","","863","863","863","GPSC15_reference_01865","GPSC17_reference_01949","GPSC22_reference_01922","GPSC25_reference_02021","GPSC26_reference_02038","GPSC32_reference_02028","GPSC34_reference_01959","GPSC37_reference_01915","GPSC3_reference_02033","GPSC4_reference_01960","GPSC5_reference_02047","GPSC8_reference_02094","","NC_017592_01961"
"group_2316","","hypothetical protein","13","13","1","1","601","10","9","","815","815","815","GPSC15_reference_01866","GPSC17_reference_01950","GPSC22_reference_01923","GPSC25_reference_02022","GPSC26_reference_02039","GPSC32_reference_02029","GPSC34_reference_01960","GPSC37_reference_01916","GPSC3_reference_02034","GPSC4_reference_01961","GPSC5_reference_02048","GPSC8_reference_02095","","NC_017592_01962"
"pstB3_3","","Phosphate import ATP-binding protein PstB 3","13","13","1","1","600","10","10","","752","752","752","GPSC15_reference_01867","GPSC17_reference_01951","GPSC22_reference_01924","GPSC25_reference_02023","GPSC26_reference_02040","GPSC32_reference_02030","GPSC34_reference_01961","GPSC37_reference_01917","GPSC3_reference_02035","GPSC4_reference_01962","GPSC5_reference_02049","GPSC8_reference_02096","","NC_017592_01963"
"phoU_2","","Phosphate-specific transport system accessory protein PhoU ","13","13","1","1","599","10","11","","650","650","650","GPSC15_reference_01868","GPSC17_reference_01952","GPSC22_reference_01925","GPSC25_reference_02024","GPSC26_reference_02041","GPSC32_reference_02031","GPSC34_reference_01962","GPSC37_reference_01918","GPSC3_reference_02036","GPSC4_reference_01963","GPSC5_reference_02050","GPSC8_reference_02097","","NC_017592_01964"
"gluP","","Rhomboid protease GluP","13","13","1","1","591","106","6","","677","677","677","GPSC15_reference_01873","GPSC17_reference_01958","GPSC22_reference_01930","GPSC25_reference_02029","GPSC26_reference_02047","GPSC32_reference_02035","GPSC34_reference_01967","GPSC37_reference_01923","GPSC3_reference_02041","GPSC4_reference_01968","GPSC5_reference_02055","GPSC8_reference_02102","","NC_017592_01969"
"mtgA","","Biosynthetic peptidoglycan transglycosylase","13","13","1","1","581","269","1","","2462","2465","2464","GPSC15_reference_01878","GPSC17_reference_01963","GPSC22_reference_01935","GPSC25_reference_02034","GPSC26_reference_02052","GPSC32_reference_02040","GPSC34_reference_01972","GPSC37_reference_01928","GPSC3_reference_02046","GPSC4_reference_01973","GPSC5_reference_02060","GPSC8_reference_02107","","NC_017592_01974"
"rlmA","","23S rRNA (guanine(745)-N(1))-methyltransferase","13","13","1","1","575","62","4","","848","848","848","GPSC15_reference_01882","GPSC17_reference_01967","GPSC22_reference_01939","GPSC25_reference_02038","GPSC26_reference_02056","GPSC32_reference_02044","GPSC34_reference_01976","GPSC37_reference_01932","GPSC3_reference_02050","GPSC4_reference_01977","GPSC5_reference_02064","GPSC8_reference_02111","","NC_017592_01978"
"malX","","Maltose/maltodextrin-binding protein","13","13","1","1","570","103","1","","1271","1271","1271","GPSC15_reference_01887","GPSC17_reference_01972","GPSC22_reference_01944","GPSC25_reference_02043","GPSC26_reference_02061","GPSC32_reference_02049","GPSC34_reference_01981","GPSC37_reference_01937","GPSC3_reference_02056","GPSC4_reference_01983","GPSC5_reference_02069","GPSC8_reference_02116","","NC_017592_01983"
"malR","","HTH-type transcriptional regulator MalR","13","13","1","1","565","16","10","","986","986","986","GPSC15_reference_01891","GPSC17_reference_01976","GPSC22_reference_01948","GPSC25_reference_02047","GPSC26_reference_02065","GPSC32_reference_02053","GPSC34_reference_01985","GPSC37_reference_01941","GPSC3_reference_02061","GPSC4_reference_01987","GPSC5_reference_02073","GPSC8_reference_02120","","NC_017592_01987"
"aptB","","Apulose-4-phosphate transketolase subunit B","13","13","1","1","3467","26","3","","932","932","932","GPSC15_reference_01908","GPSC17_reference_01993","GPSC22_reference_01963","GPSC25_reference_02080","GPSC26_reference_02082","GPSC32_reference_02070","GPSC34_reference_02001","GPSC37_reference_01956","GPSC3_reference_02077","GPSC4_reference_02002","GPSC5_reference_02089","GPSC8_reference_02152","","NC_017592_02003"
"aptA","","Apulose-4-phosphate transketolase subunit A","13","13","1","1","3468","26","4","","857","857","857","GPSC15_reference_01909","GPSC17_reference_01994","GPSC22_reference_01964","GPSC25_reference_02081","GPSC26_reference_02083","GPSC32_reference_02071","GPSC34_reference_02002","GPSC37_reference_01957","GPSC3_reference_02078","GPSC4_reference_02003","GPSC5_reference_02090","GPSC8_reference_02153","","NC_017592_02004"
"ulaA_2","","Ascorbate-specific PTS system EIIC component","13","13","1","1","3469","26","5","","1346","1346","1346","GPSC15_reference_01910","GPSC17_reference_01995","GPSC22_reference_01965","GPSC25_reference_02082","GPSC26_reference_02084","GPSC32_reference_02072","GPSC34_reference_02003","GPSC37_reference_01958","GPSC3_reference_02079","GPSC4_reference_02004","GPSC5_reference_02091","GPSC8_reference_02154","","NC_017592_02005"
"group_2327","","hypothetical protein","13","13","1","1","3470","26","6","","284","284","284","GPSC15_reference_01911","GPSC17_reference_01996","GPSC22_reference_01966","GPSC25_reference_02083","GPSC26_reference_02085","GPSC32_reference_02073","GPSC34_reference_02004","GPSC37_reference_01959","GPSC3_reference_02080","GPSC4_reference_02005","GPSC5_reference_02092","GPSC8_reference_02155","","NC_017592_02006"
"group_2328","","hypothetical protein","13","13","1","1","3471","26","7","","2030","2030","2030","GPSC15_reference_01912","GPSC17_reference_01997","GPSC22_reference_01967","GPSC25_reference_02084","GPSC26_reference_02086","GPSC32_reference_02074","GPSC34_reference_02005","GPSC37_reference_01960","GPSC3_reference_02081","GPSC4_reference_02006","GPSC5_reference_02093","GPSC8_reference_02156","","NC_017592_02007"
"group_2329","","hypothetical protein","13","13","1","1","3472","26","8","","1007","1007","1007","GPSC15_reference_01913","GPSC17_reference_01998","GPSC22_reference_01968","GPSC25_reference_02085","GPSC26_reference_02087","GPSC32_reference_02075","GPSC34_reference_02006","GPSC37_reference_01961","GPSC3_reference_02082","GPSC4_reference_02007","GPSC5_reference_02094","GPSC8_reference_02157","","NC_017592_02008"
"group_2330","","hypothetical protein","13","13","1","1","3473","26","1","","200","200","200","GPSC15_reference_01914","GPSC17_reference_01999","GPSC22_reference_01969","GPSC25_reference_02086","GPSC26_reference_02088","GPSC32_reference_02076","GPSC34_reference_02007","GPSC37_reference_01962","GPSC3_reference_02083","GPSC4_reference_02008","GPSC5_reference_02095","GPSC8_reference_02158","","NC_017592_02009"
"group_2331","","hypothetical protein","13","13","1","1","3483","1","284","","1880","1880","1880","GPSC15_reference_01921","GPSC17_reference_02006","GPSC22_reference_01972","GPSC25_reference_02094","GPSC26_reference_02097","GPSC32_reference_00004","GPSC34_reference_02016","GPSC37_reference_01981","GPSC3_reference_02091","GPSC4_reference_02015","GPSC5_reference_02104","GPSC8_reference_02167","","NC_017592_02012"
"mngB","","Mannosylglycerate hydrolase","13","13","1","1","3487","285","1","","2645","2645","2645","GPSC15_reference_01923","GPSC17_reference_02008","GPSC22_reference_01974","GPSC25_reference_02096","GPSC26_reference_02099","GPSC32_reference_00006","GPSC34_reference_02018","GPSC37_reference_01983","GPSC3_reference_02093","GPSC4_reference_02017","GPSC5_reference_02106","GPSC8_reference_02169","","NC_017592_02014"
"arcA","","Arginine deiminase","13","13","1","1","3491","1","906","","1229","1229","1229","GPSC15_reference_01927","GPSC17_reference_02012","GPSC22_reference_01978","GPSC25_reference_02100","GPSC26_reference_02103","GPSC32_reference_00010","GPSC34_reference_02022","GPSC37_reference_01987","GPSC3_reference_02097","GPSC4_reference_02021","GPSC5_reference_02110","GPSC8_reference_02173","","NC_017592_02018"
"arcB","","Ornithine carbamoyltransferase, catabolic","13","13","1","1","3492","1","907","","1016","1016","1016","GPSC15_reference_01928","GPSC17_reference_02013","GPSC22_reference_01979","GPSC25_reference_02101","GPSC26_reference_02104","GPSC32_reference_00011","GPSC34_reference_02023","GPSC37_reference_01988","GPSC3_reference_02098","GPSC4_reference_02022","GPSC5_reference_02111","GPSC8_reference_02174","","NC_017592_02019"
"arcC1","","Carbamate kinase 1","13","13","1","1","3493","1","908","","947","947","947","GPSC15_reference_01929","GPSC17_reference_02014","GPSC22_reference_01980","GPSC25_reference_02102","GPSC26_reference_02105","GPSC32_reference_00012","GPSC34_reference_02024","GPSC37_reference_01989","GPSC3_reference_02099","GPSC4_reference_02023","GPSC5_reference_02112","GPSC8_reference_02175","","NC_017592_02020"
