"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR133985","ERR181435","ERR229952","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1173445","SRR1173640","SRR1175079","SRR1180462","SRR671749","SRR998654"
"araQ_1","","L-arabinose transport system permease protein AraQ","14","14","1","1","3864","","","","842","842","842","ERR133985_02154","ERR181435_02161","ERR229952_02166","ERR234202_02158","H37Rv_02154","NC_019950_02133","SRR1019139_02155","SRR1163294_02159","SRR1173445_02154","SRR1173640_02159","SRR1175079_02157","SRR1180462_02157","SRR671749_02152","SRR998654_02154"
"rmlC","","dTDP-4-dehydrorhamnose 3,5-epimerase","14","14","1","1","2255","","","","608","608","608","ERR133985_03648","ERR181435_03652","ERR229952_03663","ERR234202_03646","H37Rv_03651","NC_019950_03631","SRR1019139_03648","SRR1163294_03653","SRR1173445_03644","SRR1173640_03643","SRR1175079_03643","SRR1180462_03650","SRR671749_03643","SRR998654_03648"
"group_4275","","putative protein","14","14","1","1","1547","","","","881","881","881","ERR133985_01402","ERR181435_01404","ERR229952_01411","ERR234202_01410","H37Rv_01403","NC_019950_01383","SRR1019139_01406","SRR1163294_01401","SRR1173445_01403","SRR1173640_01405","SRR1175079_01403","SRR1180462_01406","SRR671749_01400","SRR998654_01401"
"group_4276","","hypothetical protein","14","14","1","1","2745","","","","866","866","866","ERR133985_03190","ERR181435_03197","ERR229952_03205","ERR234202_03193","H37Rv_03193","NC_019950_03164","SRR1019139_03191","SRR1163294_03197","SRR1173445_03188","SRR1173640_03187","SRR1175079_03187","SRR1180462_03195","SRR671749_03186","SRR998654_03190"
"qcrC","","Cytochrome bc1 complex cytochrome c subunit","14","14","1","1","3685","","","","842","842","842","ERR133985_02317","ERR181435_02320","ERR229952_02330","ERR234202_02322","H37Rv_02316","NC_019950_02302","SRR1019139_02319","SRR1163294_02322","SRR1173445_02317","SRR1173640_02320","SRR1175079_02320","SRR1180462_02322","SRR671749_02315","SRR998654_02317"
"glpD1","","Glycerol-3-phosphate dehydrogenase 1","14","14","1","1","3627","","","","1544","1544","1544","ERR133985_02376","ERR181435_02379","ERR229952_02387","ERR234202_02379","H37Rv_02375","NC_019950_02359","SRR1019139_02376","SRR1163294_02379","SRR1173445_02376","SRR1173640_02378","SRR1175079_02378","SRR1180462_02379","SRR671749_02373","SRR998654_02375"
"group_4279","","putative HTH-type transcriptional regulator","14","14","1","1","930","","","","641","641","641","ERR133985_00813","ERR181435_00811","ERR229952_00815","ERR234202_00816","H37Rv_00812","NC_019950_00792","SRR1019139_00815","SRR1163294_00811","SRR1173445_00813","SRR1173640_00813","SRR1175079_00810","SRR1180462_00814","SRR671749_00808","SRR998654_00810"
"lnt","","Apolipoprotein N-acyltransferase","14","14","1","1","3610","","","","1094","1520","1489","ERR133985_02388","ERR181435_02391","ERR229952_02399","ERR234202_02392","H37Rv_02389","NC_019950_02375","SRR1019139_02388","SRR1163294_02391","SRR1173445_02388","SRR1173640_02390","SRR1175079_02390","SRR1180462_02391","SRR671749_02385","SRR998654_02387"
"group_4280","","hypothetical protein","14","14","1","1","3697","","","","1136","1136","1136","ERR133985_02306","ERR181435_02309","ERR229952_02319","ERR234202_02310","H37Rv_02305","NC_019950_02290","SRR1019139_02307","SRR1163294_02310","SRR1173445_02306","SRR1173640_02309","SRR1175079_02309","SRR1180462_02310","SRR671749_02304","SRR998654_02305"
"group_4281","","hypothetical protein","14","14","1","1","285","","","","1547","1547","1547","ERR133985_00190","ERR181435_00191","ERR229952_00192","ERR234202_00191","H37Rv_00189","NC_019950_00192","SRR1019139_00194","SRR1163294_00191","SRR1173445_00192","SRR1173640_00192","SRR1175079_00191","SRR1180462_00192","SRR671749_00188","SRR998654_00190"
"sufC","","Vegetative protein 296","14","14","1","1","4515","","","","800","800","800","ERR133985_01549","ERR181435_01549","ERR229952_01556","ERR234202_01555","H37Rv_01548","NC_019950_01527","SRR1019139_01550","SRR1163294_01546","SRR1173445_01548","SRR1173640_01550","SRR1175079_01547","SRR1180462_01552","SRR671749_01545","SRR998654_01548"
"group_4283","","hypothetical protein","14","14","1","1","1346","","","","722","722","722","ERR133985_01207","ERR181435_01210","ERR229952_01215","ERR234202_01216","H37Rv_01207","NC_019950_01185","SRR1019139_01211","SRR1163294_01207","SRR1173445_01208","SRR1173640_01211","SRR1175079_01207","SRR1180462_01212","SRR671749_01204","SRR998654_01206"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","14","14","1","1","2747","","","","1055","1055","1055","ERR133985_03188","ERR181435_03195","ERR229952_03203","ERR234202_03191","H37Rv_03191","NC_019950_03162","SRR1019139_03189","SRR1163294_03195","SRR1173445_03186","SRR1173640_03185","SRR1175079_03185","SRR1180462_03193","SRR671749_03184","SRR998654_03188"
"groEL1","","60 kDa chaperonin 1","14","14","1","1","2312","","","","1619","1619","1619","ERR133985_03597","ERR181435_03603","ERR229952_03613","ERR234202_03597","H37Rv_03600","NC_019950_03578","SRR1019139_03599","SRR1163294_03604","SRR1173445_03595","SRR1173640_03593","SRR1175079_03593","SRR1180462_03601","SRR671749_03593","SRR998654_03599"
"group_4286","","putative 1,4-alpha-glucan branching enzyme","14","14","1","1","2755","","","","1559","1559","1559","ERR133985_03180","ERR181435_03187","ERR229952_03195","ERR234202_03183","H37Rv_03183","NC_019950_03154","SRR1019139_03181","SRR1163294_03187","SRR1173445_03178","SRR1173640_03177","SRR1175079_03177","SRR1180462_03185","SRR671749_03176","SRR998654_03180"
"caiA_2","","Crotonobetainyl-CoA reductase","14","14","1","1","2640","","","","1406","1406","1406","ERR133985_03294","ERR181435_03302","ERR229952_03309","ERR234202_03297","H37Rv_03297","NC_019950_03271","SRR1019139_03296","SRR1163294_03302","SRR1173445_03292","SRR1173640_03291","SRR1175079_03291","SRR1180462_03300","SRR671749_03290","SRR998654_03294"
"group_4288","","putative PPE family protein PPE20","14","14","1","1","587","","","","1556","1556","1556","ERR133985_00475","ERR181435_00475","ERR229952_00478","ERR234202_00481","H37Rv_00476","NC_019950_00470","SRR1019139_00478","SRR1163294_00475","SRR1173445_00479","SRR1173640_00475","SRR1175079_00475","SRR1180462_00477","SRR671749_00472","SRR998654_00473"
"group_4289","","Mycocyclosin synthase","14","14","1","1","3598","","","","1190","1190","1190","ERR133985_02400","ERR181435_02403","ERR229952_02411","ERR234202_02404","H37Rv_02401","NC_019950_02387","SRR1019139_02400","SRR1163294_02403","SRR1173445_02400","SRR1173640_02402","SRR1175079_02402","SRR1180462_02403","SRR671749_02397","SRR998654_02399"
"aftB","","Terminal beta-(1->2)-arabinofuranosyltransferase","14","14","1","1","1900","","","","1997","1997","1997","ERR133985_03999","ERR181435_04003","ERR229952_04015","ERR234202_03999","H37Rv_04001","NC_019950_03977","SRR1019139_03997","SRR1163294_04002","SRR1173445_03995","SRR1173640_03993","SRR1175079_03993","SRR1180462_04000","SRR671749_03995","SRR998654_04002"
"dmdB","","3-methylmercaptopropionyl-CoA ligase","14","14","1","1","1257","","","","1631","1631","1631","ERR133985_01121","ERR181435_01124","ERR229952_01129","ERR234202_01129","H37Rv_01121","NC_019950_01100","SRR1019139_01125","SRR1163294_01121","SRR1173445_01122","SRR1173640_01124","SRR1175079_01120","SRR1180462_01126","SRR671749_01118","SRR998654_01119"
"group_4292","","Biotinylated protein TB7.3","14","14","1","1","2543","","","","239","239","239","ERR133985_03388","ERR181435_03394","ERR229952_03404","ERR234202_03390","H37Rv_03391","NC_019950_03362","SRR1019139_03391","SRR1163294_03397","SRR1173445_03386","SRR1173640_03385","SRR1175079_03385","SRR1180462_03394","SRR671749_03384","SRR998654_03388"
"group_4293","","hypothetical protein","14","14","1","1","1479","","","","434","434","434","ERR133985_01334","ERR181435_01336","ERR229952_01343","ERR234202_01342","H37Rv_01335","NC_019950_01312","SRR1019139_01338","SRR1163294_01333","SRR1173445_01335","SRR1173640_01337","SRR1175079_01335","SRR1180462_01338","SRR671749_01332","SRR998654_01333"
"purT","","Formate-dependent phosphoribosylglycinamide formyltransferase","14","14","1","1","519","","","","1259","1259","1259","ERR133985_00410","ERR181435_00410","ERR229952_00411","ERR234202_00414","H37Rv_00411","NC_019950_00408","SRR1019139_00413","SRR1163294_00410","SRR1173445_00413","SRR1173640_00410","SRR1175079_00410","SRR1180462_00412","SRR671749_00407","SRR998654_00408"
"group_4295","","hypothetical protein","14","14","1","1","212","","","","242","242","242","ERR133985_00120","ERR181435_00122","ERR229952_00122","ERR234202_00121","H37Rv_00120","NC_019950_00124","SRR1019139_00123","SRR1163294_00121","SRR1173445_00121","SRR1173640_00122","SRR1175079_00121","SRR1180462_00121","SRR671749_00119","SRR998654_00120"
"group_4296","","hypothetical protein","14","14","1","1","177","","","","206","206","206","ERR133985_00090","ERR181435_00091","ERR229952_00091","ERR234202_00090","H37Rv_00089","NC_019950_00093","SRR1019139_00092","SRR1163294_00090","SRR1173445_00090","SRR1173640_00090","SRR1175079_00089","SRR1180462_00090","SRR671749_00088","SRR998654_00089"
"group_4297","","hypothetical protein","14","14","1","1","3844","","","","635","635","635","ERR133985_02174","ERR181435_02181","ERR229952_02186","ERR234202_02178","H37Rv_02174","NC_019950_02152","SRR1019139_02175","SRR1163294_02178","SRR1173445_02172","SRR1173640_02178","SRR1175079_02177","SRR1180462_02177","SRR671749_02172","SRR998654_02174"
"lprH","","Putative lipoprotein LprH","14","14","1","1","4563","","","","629","629","629","ERR133985_01501","ERR181435_01501","ERR229952_01508","ERR234202_01507","H37Rv_01500","NC_019950_01478","SRR1019139_01503","SRR1163294_01498","SRR1173445_01500","SRR1173640_01502","SRR1175079_01499","SRR1180462_01502","SRR671749_01497","SRR998654_01500"
"group_4299","","hypothetical protein","14","14","1","1","1470","","","","1151","1151","1151","ERR133985_01326","ERR181435_01328","ERR229952_01334","ERR234202_01334","H37Rv_01327","NC_019950_01304","SRR1019139_01330","SRR1163294_01325","SRR1173445_01327","SRR1173640_01329","SRR1175079_01326","SRR1180462_01330","SRR671749_01324","SRR998654_01325"
"group_430","","putative protein","14","14","1","1","3587","","","","401","692","671","ERR133985_02410","ERR181435_02413","ERR229952_02422","ERR234202_02414","H37Rv_02411","NC_019950_02395","SRR1019139_02410","SRR1163294_02413","SRR1173445_02410","SRR1173640_02412","SRR1175079_02412","SRR1180462_02413","SRR671749_02407","SRR998654_02409"
"group_4300","","PPE family protein PPE26","14","14","1","1","4152","","","","1181","1193","1181","ERR133985_01889","ERR181435_01895","ERR229952_01897","ERR234202_01893","H37Rv_01889","NC_019950_01872","SRR1019139_01890","SRR1163294_01890","SRR1173445_01889","SRR1173640_01893","SRR1175079_01891","SRR1180462_01891","SRR671749_01886","SRR998654_01889"
"group_4301","","Putative cytochrome P450 135B1","14","14","1","1","712","","","","1400","1418","1401","ERR133985_00598","ERR181435_00599","ERR229952_00601","ERR234202_00603","H37Rv_00599","NC_019950_00594","SRR1019139_00602","SRR1163294_00599","SRR1173445_00601","SRR1173640_00598","SRR1175079_00598","SRR1180462_00601","SRR671749_00595","SRR998654_00596"
"PE3_2","","PE family protein PE3","14","14","1","1","271","","","","1508","1508","1508","ERR133985_00176","ERR181435_00177","ERR229952_00178","ERR234202_00177","H37Rv_00175","NC_019950_00178","SRR1019139_00180","SRR1163294_00177","SRR1173445_00178","SRR1173640_00178","SRR1175079_00177","SRR1180462_00178","SRR671749_00174","SRR998654_00176"
"group_4303","","hypothetical protein","14","14","1","1","4614","","","","227","227","227","ERR133985_01449","ERR181435_01450","ERR229952_01457","ERR234202_01456","H37Rv_01449","NC_019950_01429","SRR1019139_01452","SRR1163294_01447","SRR1173445_01449","SRR1173640_01451","SRR1175079_01448","SRR1180462_01451","SRR671749_01446","SRR998654_01448"
"group_4304","","hypothetical protein","14","14","1","1","3742","","","","530","530","530","ERR133985_02259","ERR181435_02263","ERR229952_02273","ERR234202_02263","H37Rv_02259","NC_019950_02246","SRR1019139_02260","SRR1163294_02264","SRR1173445_02259","SRR1173640_02263","SRR1175079_02262","SRR1180462_02263","SRR671749_02257","SRR998654_02259"
"group_4305","","hypothetical protein","14","14","1","1","2060","","","","206","206","206","ERR133985_03837","ERR181435_03842","ERR229952_03853","ERR234202_03837","H37Rv_03839","NC_019950_03816","SRR1019139_03837","SRR1163294_03842","SRR1173445_03833","SRR1173640_03832","SRR1175079_03832","SRR1180462_03840","SRR671749_03832","SRR998654_03840"
"group_4306","","hypothetical protein","14","14","1","1","700","","","","515","515","515","ERR133985_00585","ERR181435_00586","ERR229952_00588","ERR234202_00590","H37Rv_00586","NC_019950_00581","SRR1019139_00589","SRR1163294_00586","SRR1173445_00588","SRR1173640_00585","SRR1175079_00585","SRR1180462_00588","SRR671749_00582","SRR998654_00583"
"group_4307","","Intracellular chorismate mutase","14","14","1","1","1133","","","","272","272","272","ERR133985_01002","ERR181435_01003","ERR229952_01010","ERR234202_01009","H37Rv_01002","NC_019950_00985","SRR1019139_01005","SRR1163294_01001","SRR1173445_01003","SRR1173640_01004","SRR1175079_01000","SRR1180462_01006","SRR671749_00999","SRR998654_01000"
"mftR","","Putative mycofactocin biosynthesis transcriptional regulator MftR","14","14","1","1","848","","","","596","596","596","ERR133985_00733","ERR181435_00732","ERR229952_00734","ERR234202_00736","H37Rv_00733","NC_019950_00720","SRR1019139_00735","SRR1163294_00731","SRR1173445_00734","SRR1173640_00732","SRR1175079_00731","SRR1180462_00733","SRR671749_00729","SRR998654_00730"
"ldtA","","L,D-transpeptidase 1","14","14","1","1","221","","","","755","755","755","ERR133985_00129","ERR181435_00131","ERR229952_00130","ERR234202_00130","H37Rv_00129","NC_019950_00133","SRR1019139_00132","SRR1163294_00130","SRR1173445_00131","SRR1173640_00131","SRR1175079_00130","SRR1180462_00130","SRR671749_00128","SRR998654_00129"
"group_4310","","hypothetical protein","14","14","1","1","209","","","","284","284","284","ERR133985_00117","ERR181435_00119","ERR229952_00119","ERR234202_00118","H37Rv_00117","NC_019950_00121","SRR1019139_00120","SRR1163294_00118","SRR1173445_00118","SRR1173640_00119","SRR1175079_00118","SRR1180462_00118","SRR671749_00116","SRR998654_00117"
"group_4311","","putative protein","14","14","1","1","3565","","","","821","821","821","ERR133985_02431","ERR181435_02433","ERR229952_02442","ERR234202_02434","H37Rv_02432","NC_019950_02419","SRR1019139_02430","SRR1163294_02433","SRR1173445_02430","SRR1173640_02432","SRR1175079_02432","SRR1180462_02433","SRR671749_02428","SRR998654_02430"
"pucB","","Purine catabolism protein PucB","14","14","1","1","500","","","","593","593","593","ERR133985_00393","ERR181435_00393","ERR229952_00394","ERR234202_00396","H37Rv_00393","NC_019950_00390","SRR1019139_00395","SRR1163294_00393","SRR1173445_00396","SRR1173640_00393","SRR1175079_00393","SRR1180462_00394","SRR671749_00390","SRR998654_00390"
"group_4315","","hypothetical protein","14","14","1","1","1584","","","","236","236","236","ERR133985_01441","ERR181435_01442","ERR229952_01449","ERR234202_01448","H37Rv_01441","NC_019950_01421","SRR1019139_01444","SRR1163294_01439","SRR1173445_01441","SRR1173640_01443","SRR1175079_01440","SRR1180462_01443","SRR671749_01438","SRR998654_01440"
"group_4316","","hypothetical protein","14","14","1","1","3520","","","","293","293","293","ERR133985_02474","ERR181435_02477","ERR229952_02485","ERR234202_02476","H37Rv_02475","NC_019950_02462","SRR1019139_02473","SRR1163294_02476","SRR1173445_02472","SRR1173640_02474","SRR1175079_02475","SRR1180462_02476","SRR671749_02470","SRR998654_02473"
"group_4317","","hypothetical protein","14","14","1","1","3854","","","","224","224","224","ERR133985_02164","ERR181435_02171","ERR229952_02176","ERR234202_02168","H37Rv_02164","NC_019950_02143","SRR1019139_02165","SRR1163294_02169","SRR1173445_02163","SRR1173640_02168","SRR1175079_02167","SRR1180462_02167","SRR671749_02162","SRR998654_02164"
"esxE","","ESAT-6-like protein EsxE","14","14","1","1","1787","","","","290","290","290","ERR133985_04108","ERR181435_04114","ERR229952_04122","ERR234202_04108","H37Rv_04109","NC_019950_04085","SRR1019139_04103","SRR1163294_04108","SRR1173445_04102","SRR1173640_04100","SRR1175079_04100","SRR1180462_04108","SRR671749_04104","SRR998654_04109"
"mnmA","","tRNA-specific 2-thiouridylase MnmA","14","14","1","1","2763","","","","1100","1103","1102","ERR133985_03173","ERR181435_03180","ERR229952_03188","ERR234202_03176","H37Rv_03176","NC_019950_03147","SRR1019139_03174","SRR1163294_03180","SRR1173445_03171","SRR1173640_03170","SRR1175079_03170","SRR1180462_03178","SRR671749_03169","SRR998654_03173"
"htpG","","Chaperone protein HtpG","14","14","1","1","3575","","","","1541","1943","1914","ERR133985_02422","ERR181435_02424","ERR229952_02433","ERR234202_02425","H37Rv_02423","NC_019950_02410","SRR1019139_02421","SRR1163294_02424","SRR1173445_02421","SRR1173640_02423","SRR1175079_02423","SRR1180462_02424","SRR671749_02419","SRR998654_02420"
"group_4320","","hypothetical protein","14","14","1","1","2831","","","","767","767","767","ERR133985_03111","ERR181435_03119","ERR229952_03126","ERR234202_03115","H37Rv_03114","NC_019950_03085","SRR1019139_03112","SRR1163294_03118","SRR1173445_03110","SRR1173640_03109","SRR1175079_03109","SRR1180462_03116","SRR671749_03107","SRR998654_03112"
"mazE9","","Antitoxin MazE9","14","14","1","1","3034","","","","218","218","218","ERR133985_02939","ERR181435_02949","ERR229952_02956","ERR234202_02944","H37Rv_02942","NC_019950_02913","SRR1019139_02941","SRR1163294_02947","SRR1173445_02937","SRR1173640_02937","SRR1175079_02939","SRR1180462_02944","SRR671749_02936","SRR998654_02940"
"group_4322","","Putative diacyglycerol O-acyltransferase","14","14","1","1","2696","","","","1418","1418","1418","ERR133985_03238","ERR181435_03246","ERR229952_03253","ERR234202_03241","H37Rv_03241","NC_019950_03229","SRR1019139_03240","SRR1163294_03246","SRR1173445_03236","SRR1173640_03235","SRR1175079_03235","SRR1180462_03244","SRR671749_03234","SRR998654_03238"
