"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC10_reference","GPSC11_reference","GPSC13_reference","GPSC14_reference","GPSC15_reference","GPSC16_reference","GPSC17_reference","GPSC18_reference","GPSC19_reference","GPSC1_reference","GPSC21_reference","GPSC22_reference","GPSC23_reference","GPSC25_reference","GPSC26_reference","GPSC27_reference","GPSC2_reference","GPSC30_reference","GPSC31_reference","GPSC32_reference","GPSC33_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC43_reference","GPSC47_reference","GPSC4_reference","GPSC5_reference","GPSC6_reference","GPSC7_reference","GPSC8_reference","GPSC9_reference","NC_017592"
"group_1196","","hypothetical protein","17","17","1","1","942","318","2","","122","122","122","","GPSC10_reference_00404","","","GPSC14_reference_00438","","","GPSC17_reference_00471","GPSC18_reference_00402","","GPSC1_reference_00475","GPSC21_reference_00380","GPSC22_reference_00429","GPSC23_reference_00518","","","","GPSC2_reference_00465","","","","","GPSC34_reference_00479","GPSC37_reference_00451","","GPSC40_reference_00461","","GPSC47_reference_00457","GPSC4_reference_00410","GPSC5_reference_00499","","GPSC7_reference_00556","GPSC8_reference_00507","",""
"group_1200","","hypothetical protein","17","17","1","1","4910","1","342","","158","248","230","","GPSC10_reference_00462","GPSC11_reference_00526","","GPSC14_reference_00508","GPSC15_reference_00493","GPSC16_reference_00476","","GPSC18_reference_00457","GPSC19_reference_00578","","","","","GPSC25_reference_00625","GPSC26_reference_00493","GPSC27_reference_00506","","GPSC30_reference_00545","GPSC31_reference_00504","GPSC32_reference_00573","","","GPSC37_reference_00511","","","","","GPSC4_reference_00491","","GPSC6_reference_00550","","GPSC8_reference_00564","",""
"group_1230","","hypothetical protein","17","17","1","1","5432","27","6","","308","344","338","","GPSC10_reference_01527","GPSC11_reference_01554","","","","","","GPSC18_reference_01522","GPSC19_reference_01586","","GPSC21_reference_01505","GPSC22_reference_01502","","","GPSC26_reference_01611","GPSC27_reference_01592","GPSC2_reference_01601","GPSC30_reference_01588","GPSC31_reference_01530","GPSC32_reference_01644","GPSC33_reference_01492","GPSC34_reference_01562","","","","","GPSC47_reference_01654","GPSC4_reference_01538","GPSC5_reference_01628","","","","",""
"licR_1","","putative licABCH operon regulator","17","17","1","1","810","1","1773","","497","1973","1830","","","GPSC11_reference_00337","","GPSC14_reference_00315","GPSC15_reference_00306","","GPSC17_reference_00287","","GPSC19_reference_00385","GPSC1_reference_00349","","GPSC22_reference_00300","","GPSC25_reference_00428","GPSC26_reference_00291","GPSC27_reference_00290","","GPSC30_reference_00360","GPSC31_reference_00293","GPSC32_reference_00380","","GPSC34_reference_00347","GPSC37_reference_00327","","","","","","","","GPSC7_reference_00418","","","NC_017592_00338"
"group_137","","hypothetical protein","17","22","1.3","1","3074","1","3090","","167","752","294","","GPSC10_reference_00349	GPSC10_reference_00348","","GPSC13_reference_00372","","","GPSC16_reference_00363	GPSC16_reference_00362","","GPSC18_reference_00346","GPSC19_reference_00463	GPSC19_reference_00462","","","","GPSC23_reference_00457	GPSC23_reference_00456","GPSC25_reference_00513","GPSC26_reference_00380","GPSC27_reference_00377","","","GPSC31_reference_00382","","","GPSC34_reference_00424","GPSC37_reference_00395","","","","GPSC47_reference_00403","GPSC4_reference_00355","","","GPSC7_reference_00501	GPSC7_reference_00500","GPSC8_reference_00452","GPSC9_reference_00340",""
"group_1404","","hypothetical protein","17","17","1","1","191","124","1","","800","1484","1441","AP023349_01776","GPSC10_reference_00304","GPSC11_reference_00371","","GPSC14_reference_00347","","GPSC16_reference_00313","GPSC17_reference_00319","GPSC18_reference_00295","","GPSC1_reference_00381","","GPSC22_reference_00333","GPSC23_reference_00405","","","","GPSC2_reference_00362","GPSC30_reference_00394","GPSC31_reference_00331","GPSC32_reference_00413","","","","GPSC3_reference_00349","","","","","","","","GPSC8_reference_00396","GPSC9_reference_00298",""
"group_1406","clpC_1","putative ATP-dependent Clp protease ATP-binding subunit","17","17","1","1","179","1","3079","","1898","2105","2092","AP023349_01778","GPSC10_reference_00301","GPSC11_reference_00368","GPSC13_reference_00322","","GPSC15_reference_00336","","","","GPSC19_reference_00415","GPSC1_reference_00379","GPSC21_reference_00286","","","","","GPSC27_reference_00322","GPSC2_reference_00359","GPSC30_reference_00391","GPSC31_reference_00324","GPSC32_reference_00411","GPSC33_reference_00344","","","","","","","","","GPSC6_reference_00379","","GPSC8_reference_00393","","NC_017592_00371"
"metN2","","ABC transporter ATP-binding protein YxdL","17","17","1","1","1254","8","13","","794","803","802","AP023349_00439","GPSC10_reference_01714","GPSC11_reference_01764","GPSC13_reference_01713","","","GPSC16_reference_01843","GPSC17_reference_01746","","GPSC19_reference_01767","","","GPSC22_reference_01706","","GPSC25_reference_01808","GPSC26_reference_01796","","GPSC2_reference_01784","","GPSC31_reference_01730","GPSC32_reference_01813","GPSC33_reference_01701","","","GPSC3_reference_01792","","GPSC43_reference_01651","","GPSC4_reference_01745","","","","","",""
"group_165","","IS630 family transposase ISSpn2","17","17","1","1","3052","1","3051","","161","404","298","","","GPSC11_reference_01391","","GPSC14_reference_01379","","","","","","GPSC1_reference_00756","GPSC21_reference_01342","GPSC22_reference_01342","GPSC23_reference_00781","GPSC25_reference_01471","GPSC26_reference_01442","GPSC27_reference_01412","","","","GPSC32_reference_01484","GPSC33_reference_01319","GPSC34_reference_01338","GPSC37_reference_01331","","","GPSC43_reference_01302","GPSC47_reference_01493","","GPSC5_reference_01394","","","GPSC8_reference_01454","",""
"group_1667","","hypothetical protein","17","17","1","1","3122","17","5","","698","728","720","AP023349_00906","GPSC10_reference_00686","GPSC11_reference_00749","","","GPSC15_reference_00716","GPSC16_reference_00701","","","","","","","GPSC23_reference_01472","GPSC25_reference_00853","GPSC26_reference_00740","","","","GPSC31_reference_00737","GPSC32_reference_00800","GPSC33_reference_00739","GPSC34_reference_00757","","","","GPSC43_reference_00668","","GPSC4_reference_00698","","","GPSC7_reference_00870","GPSC8_reference_00802","","NC_017592_00740"
"group_1793","","hypothetical protein","17","17","1","1","337","149","2","","230","1505","1430","AP023349_02023","GPSC10_reference_02023","","GPSC13_reference_02027","GPSC14_reference_02053","","GPSC16_reference_02182","","","GPSC19_reference_00031","","","","","","","GPSC27_reference_02122","GPSC2_reference_02103","GPSC30_reference_02094","GPSC31_reference_02013","GPSC32_reference_00030","GPSC33_reference_02005","GPSC34_reference_02042","","","GPSC40_reference_02057","","","GPSC4_reference_02041","","GPSC6_reference_02134","GPSC7_reference_00033","","",""
"group_1931","","hypothetical protein","17","17","1","1","4346","1","1066","","254","254","254","","","GPSC11_reference_01266","GPSC13_reference_01198","GPSC14_reference_01253","","GPSC16_reference_01204","GPSC17_reference_01260","","GPSC19_reference_01305","","","","","","","GPSC27_reference_01280","","","GPSC31_reference_01232","GPSC32_reference_01360","","GPSC34_reference_01224","GPSC37_reference_01219","GPSC3_reference_01315","","","GPSC47_reference_01299","","GPSC5_reference_01279","GPSC6_reference_01257","","","GPSC9_reference_01162","NC_017592_01231"
"group_201","","IS630 family transposase IS630-Spn1","17","17","1","1","3899","1","1693","","161","398","332","","GPSC10_reference_00881","GPSC11_reference_00938","","","","","GPSC17_reference_00940","GPSC18_reference_00920","GPSC19_reference_00992","","","","GPSC23_reference_01278","","GPSC26_reference_00928","GPSC27_reference_00946","","","","GPSC32_reference_00992","","GPSC34_reference_00945","","GPSC3_reference_00982","","","GPSC47_reference_00957","","GPSC5_reference_00972","GPSC6_reference_00966","GPSC7_reference_01053","","GPSC9_reference_00867","NC_017592_00934"
"group_218","","IS630 family transposase IS630-Spn1","17","17","1","1","5936","3","35","","212","407","333","","","","","GPSC14_reference_01891","GPSC15_reference_01786","GPSC16_reference_02009","GPSC17_reference_01874","","GPSC19_reference_01905","GPSC1_reference_01918","GPSC21_reference_01832","GPSC22_reference_01844","GPSC23_reference_02053","","GPSC26_reference_01954","","GPSC2_reference_01944","","","","GPSC33_reference_01827","","","","GPSC40_reference_01898","","GPSC47_reference_01985","","GPSC5_reference_01933","GPSC6_reference_01971","","GPSC8_reference_02009","",""
"group_2586","","hypothetical protein","17","17","1","1","3029","293","6","","521","530","521","","GPSC10_reference_01365","","","GPSC14_reference_01382","","GPSC16_reference_01418","GPSC17_reference_01375","GPSC18_reference_01328","","GPSC1_reference_01372","GPSC21_reference_01345","GPSC22_reference_01345","GPSC23_reference_00778","","","","","","","","","GPSC34_reference_01341","GPSC37_reference_01334","GPSC3_reference_01445","GPSC40_reference_01336","","GPSC47_reference_01496","","","GPSC6_reference_01382","","GPSC8_reference_01459","GPSC9_reference_01340",""
"manX_3","","PTS system mannose-specific EIIAB component","17","17","1","1","342","295","4","","443","443","443","","GPSC10_reference_02018","","GPSC13_reference_02022","GPSC14_reference_02048","","GPSC16_reference_02177","","","GPSC19_reference_00026","GPSC1_reference_02076","","","","","","GPSC27_reference_02117","GPSC2_reference_02098","GPSC30_reference_02089","GPSC31_reference_02008","GPSC32_reference_00025","GPSC33_reference_02000","GPSC34_reference_02037","","GPSC3_reference_02113","GPSC40_reference_02052","","","GPSC4_reference_02036","","","GPSC7_reference_00028","","",""
"group_2621","rhaB","L-Rhamnulokinase","17","17","1","1","345","295","1","","1403","1403","1403","","GPSC10_reference_02021","","GPSC13_reference_02025","GPSC14_reference_02051","","GPSC16_reference_02180","","","GPSC19_reference_00029","GPSC1_reference_02079","","","","","","GPSC27_reference_02120","GPSC2_reference_02101","GPSC30_reference_02092","GPSC31_reference_02011","GPSC32_reference_00028","GPSC33_reference_02003","GPSC34_reference_02040","","GPSC3_reference_02116","GPSC40_reference_02055","","","GPSC4_reference_02039","","","GPSC7_reference_00031","","",""
"group_3732","","hypothetical protein","17","17","1","1","3075","1","3089","","1757","1769","1768","","GPSC10_reference_00350","","GPSC13_reference_00373","","","GPSC16_reference_00364","","GPSC18_reference_00347","GPSC19_reference_00464","","","","GPSC23_reference_00458","GPSC25_reference_00514","GPSC26_reference_00381","GPSC27_reference_00378","","","GPSC31_reference_00383","","","GPSC34_reference_00425","GPSC37_reference_00396","","","","GPSC47_reference_00404","GPSC4_reference_00356","","","GPSC7_reference_00502","GPSC8_reference_00453","GPSC9_reference_00341",""
"mtlR","","Transcriptional regulator MtlR","17","17","1","1","3076","1","3088","","1955","1955","1955","","GPSC10_reference_00351","","GPSC13_reference_00374","","","GPSC16_reference_00365","","GPSC18_reference_00348","GPSC19_reference_00465","","","","GPSC23_reference_00459","GPSC25_reference_00515","GPSC26_reference_00382","GPSC27_reference_00379","","","GPSC31_reference_00384","","","GPSC34_reference_00426","GPSC37_reference_00397","","","","GPSC47_reference_00405","GPSC4_reference_00357","","","GPSC7_reference_00503","GPSC8_reference_00454","GPSC9_reference_00342",""
"mtlF","","Mannitol-specific phosphotransferase enzyme IIA component","17","17","1","1","3077","1","3087","","437","437","437","","GPSC10_reference_00352","","GPSC13_reference_00375","","","GPSC16_reference_00366","","GPSC18_reference_00349","GPSC19_reference_00466","","","","GPSC23_reference_00460","GPSC25_reference_00516","GPSC26_reference_00383","GPSC27_reference_00380","","","GPSC31_reference_00385","","","GPSC34_reference_00427","GPSC37_reference_00398","","","","GPSC47_reference_00406","GPSC4_reference_00358","","","GPSC7_reference_00504","GPSC8_reference_00455","GPSC9_reference_00343",""
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase","17","17","1","1","3078","1","3086","","1136","1136","1136","","GPSC10_reference_00353","","GPSC13_reference_00376","","","GPSC16_reference_00367","","GPSC18_reference_00350","GPSC19_reference_00467","","","","GPSC23_reference_00461","GPSC25_reference_00517","GPSC26_reference_00384","GPSC27_reference_00381","","","GPSC31_reference_00386","","","GPSC34_reference_00428","GPSC37_reference_00399","","","","GPSC47_reference_00407","GPSC4_reference_00359","","","GPSC7_reference_00505","GPSC8_reference_00456","GPSC9_reference_00344",""
"group_3747","","hypothetical protein","17","17","1","1","4886","1","339","","197","197","197","","GPSC10_reference_00464","GPSC11_reference_00524","","GPSC14_reference_00506","","GPSC16_reference_00474","","","GPSC19_reference_00576","","","","","GPSC25_reference_00623","GPSC26_reference_00491","GPSC27_reference_00504","","GPSC30_reference_00543","GPSC31_reference_00502","GPSC32_reference_00571","","","GPSC37_reference_00509","","","GPSC43_reference_00436","","GPSC4_reference_00493","","GPSC6_reference_00548","","GPSC8_reference_00562","","NC_017592_00521"
"group_3886","","hypothetical protein","17","17","1","1","1659","345","2","","461","461","461","","GPSC10_reference_01679","","","GPSC14_reference_01730","GPSC15_reference_01625","","GPSC17_reference_01711","GPSC18_reference_01687","GPSC19_reference_01732","GPSC1_reference_01693","GPSC21_reference_01657","","","","GPSC26_reference_01761","GPSC27_reference_01757","","","","","GPSC33_reference_01666","","","","GPSC40_reference_01723","","GPSC47_reference_01808","GPSC4_reference_01710","","GPSC6_reference_01767","GPSC7_reference_01820","","","NC_017592_01687"
"dpnC","","Type-2 restriction enzyme DpnI","17","17","1","1","1658","345","1","","764","764","764","","GPSC10_reference_01680","","","GPSC14_reference_01731","GPSC15_reference_01626","","GPSC17_reference_01712","GPSC18_reference_01688","GPSC19_reference_01733","GPSC1_reference_01694","GPSC21_reference_01658","","","","GPSC26_reference_01762","GPSC27_reference_01758","","","","","GPSC33_reference_01667","","","","GPSC40_reference_01724","","GPSC47_reference_01809","GPSC4_reference_01711","","GPSC6_reference_01768","GPSC7_reference_01821","","","NC_017592_01688"
"group_3935","","hypothetical protein","17","17","1","1","338","295","7","","2294","2294","2294","","GPSC10_reference_02014","","GPSC13_reference_02018","GPSC14_reference_02044","","GPSC16_reference_02173","","","GPSC19_reference_00022","GPSC1_reference_02072","","","","","","GPSC27_reference_02113","GPSC2_reference_02094","GPSC30_reference_02085","GPSC31_reference_02004","GPSC32_reference_00021","GPSC33_reference_01996","GPSC34_reference_02033","","GPSC3_reference_02109","GPSC40_reference_02048","","","GPSC4_reference_02032","","","GPSC7_reference_00024","","",""
"manZ_4","","PTS system mannose-specific EIID component","17","17","1","1","339","295","8","","800","800","800","","GPSC10_reference_02015","","GPSC13_reference_02019","GPSC14_reference_02045","","GPSC16_reference_02174","","","GPSC19_reference_00023","GPSC1_reference_02073","","","","","","GPSC27_reference_02114","GPSC2_reference_02095","GPSC30_reference_02086","GPSC31_reference_02005","GPSC32_reference_00022","GPSC33_reference_01997","GPSC34_reference_02034","","GPSC3_reference_02110","GPSC40_reference_02049","","","GPSC4_reference_02033","","","GPSC7_reference_00025","","",""
"sorC_2","","PTS system sorbose-specific EIIC component","17","17","1","1","340","295","9","","773","773","773","","GPSC10_reference_02016","","GPSC13_reference_02020","GPSC14_reference_02046","","GPSC16_reference_02175","","","GPSC19_reference_00024","GPSC1_reference_02074","","","","","","GPSC27_reference_02115","GPSC2_reference_02096","GPSC30_reference_02087","GPSC31_reference_02006","GPSC32_reference_00023","GPSC33_reference_01998","GPSC34_reference_02035","","GPSC3_reference_02111","GPSC40_reference_02050","","","GPSC4_reference_02034","","","GPSC7_reference_00026","","",""
"levE","","PTS system fructose-specific EIIB component","17","17","1","1","341","295","10","","470","470","470","","GPSC10_reference_02017","","GPSC13_reference_02021","GPSC14_reference_02047","","GPSC16_reference_02176","","","GPSC19_reference_00025","GPSC1_reference_02075","","","","","","GPSC27_reference_02116","GPSC2_reference_02097","GPSC30_reference_02088","GPSC31_reference_02007","GPSC32_reference_00024","GPSC33_reference_01999","GPSC34_reference_02036","","GPSC3_reference_02112","GPSC40_reference_02051","","","GPSC4_reference_02035","","","GPSC7_reference_00027","","",""
