"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR144577","ERR161044","ERR181435","ERR212146","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1172044","SRR1173640","SRR1180462","SRR671749","SRR998654"
"pheS","","Phenylalanine--tRNA ligase alpha subunit","14","14","1","1","2001","","","","1058","1058","1058","ERR144577_01741","ERR161044_01746","ERR181435_01743","ERR212146_01746","ERR234202_01746","H37Rv_01741","NC_019950_01713","SRR1019139_01741","SRR1163294_01740","SRR1172044_01739","SRR1173640_01745","SRR1180462_01743","SRR671749_01738","SRR998654_01741"
"group_3376","","putative glycosyltransferase","14","14","1","1","791","","","","656","656","656","ERR144577_00567","ERR161044_00572","ERR181435_00568","ERR212146_00572","ERR234202_00573","H37Rv_00569","NC_019950_00564","SRR1019139_00572","SRR1163294_00569","SRR1172044_00566","SRR1173640_00568","SRR1180462_00571","SRR671749_00565","SRR998654_00566"
"porA","","Porin PorA","14","14","1","1","453","","","","1280","1280","1280","ERR144577_00247","ERR161044_00246","ERR181435_00247","ERR212146_00250","ERR234202_00247","H37Rv_00245","NC_019950_00247","SRR1019139_00249","SRR1163294_00247","SRR1172044_00244","SRR1173640_00248","SRR1180462_00249","SRR671749_00244","SRR998654_00246"
"pyrF","","Orotidine 5'-phosphate decarboxylase","14","14","1","1","1713","","","","824","824","824","ERR144577_01466","ERR161044_01474","ERR181435_01468","ERR212146_01472","ERR234202_01474","H37Rv_01467","NC_019950_01445","SRR1019139_01470","SRR1163294_01465","SRR1172044_01466","SRR1173640_01469","SRR1180462_01469","SRR671749_01464","SRR998654_01466"
"group_3379","","hypothetical protein","14","14","1","1","3208","","","","854","854","854","ERR144577_02870","ERR161044_02886","ERR181435_02882","ERR212146_02878","ERR234202_02875","H37Rv_02875","NC_019950_02846","SRR1019139_02872","SRR1163294_02878","SRR1172044_02867","SRR1173640_02870","SRR1180462_02875","SRR671749_02869","SRR998654_02872"
"serB2","","Phosphoserine phosphatase SerB2","14","14","1","1","4377","","","","1229","1229","1229","ERR144577_03188","ERR161044_03203","ERR181435_03199","ERR212146_03197","ERR234202_03195","H37Rv_03195","NC_019950_03166","SRR1019139_03193","SRR1163294_03199","SRR1172044_03187","SRR1173640_03189","SRR1180462_03197","SRR671749_03188","SRR998654_03192"
"tagU","","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","14","14","1","1","1102","","","","2054","2054","2054","ERR144577_00866","ERR161044_00876","ERR181435_00869","ERR212146_00872","ERR234202_00874","H37Rv_00870","NC_019950_00848","SRR1019139_00872","SRR1163294_00868","SRR1172044_00868","SRR1173640_00870","SRR1180462_00871","SRR671749_00866","SRR998654_00868"
"group_3382","","hypothetical protein","14","14","1","1","1965","","","","395","395","395","ERR144577_01704","ERR161044_01709","ERR181435_01706","ERR212146_01709","ERR234202_01709","H37Rv_01704","NC_019950_01676","SRR1019139_01704","SRR1163294_01702","SRR1172044_01702","SRR1173640_01708","SRR1180462_01707","SRR671749_01701","SRR998654_01704"
"menE_3","","2-succinylbenzoate--CoA ligase","14","14","1","1","1525","","","","1793","1793","1793","ERR144577_01277","ERR161044_01285","ERR181435_01279","ERR212146_01281","ERR234202_01285","H37Rv_01278","NC_019950_01254","SRR1019139_01281","SRR1163294_01276","SRR1172044_01276","SRR1173640_01280","SRR1180462_01281","SRR671749_01275","SRR998654_01275"
"group_3384","","Ribonuclease VapC11","14","14","1","1","1909","","","","404","404","404","ERR144577_01651","ERR161044_01657","ERR181435_01653","ERR212146_01656","ERR234202_01656","H37Rv_01651","NC_019950_01631","SRR1019139_01651","SRR1163294_01649","SRR1172044_01649","SRR1173640_01655","SRR1180462_01654","SRR671749_01648","SRR998654_01651"
"group_3385","","Methyl-branched lipid omega-hydroxylase","14","14","1","1","2709","","","","1286","1286","1286","ERR144577_02394","ERR161044_02402","ERR181435_02395","ERR212146_02397","ERR234202_02396","H37Rv_02393","NC_019950_02379","SRR1019139_02392","SRR1163294_02395","SRR1172044_02388","SRR1173640_02394","SRR1180462_02395","SRR671749_02389","SRR998654_02391"
"group_3386","","hypothetical protein","14","14","1","1","552","","","","776","776","776","ERR144577_00340","ERR161044_00342","ERR181435_00340","ERR212146_00344","ERR234202_00342","H37Rv_00339","NC_019950_00338","SRR1019139_00342","SRR1163294_00340","SRR1172044_00337","SRR1173640_00341","SRR1180462_00342","SRR671749_00337","SRR998654_00338"
"group_3387","","hypothetical protein","14","14","1","1","2384","","","","1676","1676","1676","ERR144577_02092","ERR161044_02105","ERR181435_02099","ERR212146_02100","ERR234202_02096","H37Rv_02093","NC_019950_02073","SRR1019139_02094","SRR1163294_02097","SRR1172044_02090","SRR1173640_02096","SRR1180462_02095","SRR671749_02090","SRR998654_02093"
"dprE1","","Decaprenylphosphoryl-beta-D-ribose oxidase","14","14","1","1","3540","","","","1385","1385","1385","ERR144577_03977","ERR161044_03996","ERR181435_03988","ERR212146_03986","ERR234202_03984","H37Rv_03986","NC_019950_03963","SRR1019139_03982","SRR1163294_03987","SRR1172044_03978","SRR1173640_03978","SRR1180462_03985","SRR671749_03980","SRR998654_03987"
"group_3389","","hypothetical protein","14","14","1","1","4186","","","","695","695","695","ERR144577_03372","ERR161044_03388","ERR181435_03382","ERR212146_03381","ERR234202_03378","H37Rv_03379","NC_019950_03350","SRR1019139_03379","SRR1163294_03385","SRR1172044_03371","SRR1173640_03373","SRR1180462_03382","SRR671749_03372","SRR998654_03376"
"group_3390","","hypothetical protein","14","14","1","1","3695","","","","1037","1037","1037","ERR144577_03827","ERR161044_03844","ERR181435_03838","ERR212146_03835","ERR234202_03833","H37Rv_03835","NC_019950_03811","SRR1019139_03833","SRR1163294_03838","SRR1172044_03827","SRR1173640_03828","SRR1180462_03836","SRR671749_03828","SRR998654_03836"
"pstB1","","Phosphate import ATP-binding protein PstB 1","14","14","1","1","1100","","","","776","776","776","ERR144577_00864","ERR161044_00874","ERR181435_00867","ERR212146_00870","ERR234202_00872","H37Rv_00868","NC_019950_00846","SRR1019139_00870","SRR1163294_00866","SRR1172044_00866","SRR1173640_00868","SRR1180462_00869","SRR671749_00864","SRR998654_00866"
"rne","","Ribonuclease E","14","14","1","1","2905","","","","2861","2861","2861","ERR144577_02578","ERR161044_02587","ERR181435_02582","ERR212146_02582","ERR234202_02580","H37Rv_02580","NC_019950_02570","SRR1019139_02577","SRR1163294_02581","SRR1172044_02573","SRR1173640_02578","SRR1180462_02580","SRR671749_02574","SRR998654_02577"
"group_3393","","hypothetical protein","14","14","1","1","1977","","","","1208","1208","1208","ERR144577_01717","ERR161044_01722","ERR181435_01719","ERR212146_01722","ERR234202_01722","H37Rv_01717","NC_019950_01689","SRR1019139_01717","SRR1163294_01715","SRR1172044_01715","SRR1173640_01721","SRR1180462_01720","SRR671749_01714","SRR998654_01717"
"ramB","","HTH-type transcriptional regulator RamB","14","14","1","1","709","","","","1424","1424","1424","ERR144577_00487","ERR161044_00491","ERR181435_00488","ERR212146_00493","ERR234202_00494","H37Rv_00489","NC_019950_00483","SRR1019139_00492","SRR1163294_00489","SRR1172044_00486","SRR1173640_00488","SRR1180462_00491","SRR671749_00485","SRR998654_00486"
"rodA","","putative FtsW-like protein","14","14","1","1","216","","","","1409","1409","1409","ERR144577_00022","ERR161044_00022","ERR181435_00022","ERR212146_00023","ERR234202_00022","H37Rv_00023","NC_019950_00024","SRR1019139_00023","SRR1163294_00021","SRR1172044_00023","SRR1173640_00022","SRR1180462_00022","SRR671749_00022","SRR998654_00022"
"group_3396","","GDSL-like esterase","14","14","1","1","1378","","","","950","950","950","ERR144577_01139","ERR161044_01147","ERR181435_01142","ERR212146_01142","ERR234202_01148","H37Rv_01139","NC_019950_01119","SRR1019139_01143","SRR1163294_01139","SRR1172044_01138","SRR1173640_01142","SRR1180462_01144","SRR671749_01136","SRR998654_01137"
"ugpA_2","","sn-glycerol-3-phosphate transport system permease protein UgpA","14","14","1","1","4601","","","","911","911","911","ERR144577_02971","ERR161044_02988","ERR181435_02983","ERR212146_02980","ERR234202_02978","H37Rv_02977","NC_019950_02948","SRR1019139_02975","SRR1163294_02981","SRR1172044_02968","SRR1173640_02971","SRR1180462_02978","SRR671749_02970","SRR998654_02974"
"group_3398","","hypothetical protein","14","14","1","1","1212","","","","1064","1064","1064","ERR144577_00977","ERR161044_00986","ERR181435_00980","ERR212146_00982","ERR234202_00986","H37Rv_00979","NC_019950_00958","SRR1019139_00982","SRR1163294_00978","SRR1172044_00978","SRR1173640_00981","SRR1180462_00982","SRR671749_00976","SRR998654_00977"
"group_3399","","IS5 family transposase ISMt1","14","14","1","1","1340","","","","437","437","437","ERR144577_01101","ERR161044_01110","ERR181435_01105","ERR212146_01105","ERR234202_01110","H37Rv_01102","NC_019950_00731","SRR1019139_01106","SRR1163294_01102","SRR1172044_01101","SRR1173640_01105","SRR1180462_01107","SRR671749_01099","SRR998654_01100"
"narX_2","","Nitrate reductase-like protein NarX","14","14","1","1","2103","","","","1772","3695","2068","ERR144577_01836","ERR161044_01841","ERR181435_01838","ERR212146_01840","ERR234202_01840","H37Rv_01836","NC_019950_01811","SRR1019139_01837","SRR1163294_01836","SRR1172044_01833","SRR1173640_01840","SRR1180462_01838","SRR671749_01832","SRR998654_01835"
"group_3401","","Putative diacyglycerol O-acyltransferase","14","14","1","1","3997","","","","1340","1340","1340","ERR144577_03542","ERR161044_03560","ERR181435_03552","ERR212146_03552","ERR234202_03548","H37Rv_03549","NC_019950_03535","SRR1019139_03550","SRR1163294_03555","SRR1172044_03542","SRR1173640_03543","SRR1180462_03552","SRR671749_03542","SRR998654_03549"
"group_3402","","putative HTH-type transcriptional regulator","14","14","1","1","719","","","","422","422","422","ERR144577_00497","ERR161044_00501","ERR181435_00498","ERR212146_00502","ERR234202_00504","H37Rv_00499","NC_019950_00493","SRR1019139_00502","SRR1163294_00499","SRR1172044_00496","SRR1173640_00498","SRR1180462_00501","SRR671749_00495","SRR998654_00496"
"group_3403","","putative protein","14","14","1","1","1166","","","","761","761","761","ERR144577_00930","ERR161044_00941","ERR181435_00934","ERR212146_00936","ERR234202_00939","H37Rv_00934","NC_019950_00911","SRR1019139_00936","SRR1163294_00931","SRR1172044_00932","SRR1173640_00934","SRR1180462_00936","SRR671749_00930","SRR998654_00931"
"group_3404","","Putative gluconeogenesis factor","14","14","1","1","1750","","","","1028","1028","1028","ERR144577_01503","ERR161044_01511","ERR181435_01505","ERR212146_01509","ERR234202_01511","H37Rv_01504","NC_019950_01482","SRR1019139_01507","SRR1163294_01502","SRR1172044_01503","SRR1173640_01506","SRR1180462_01506","SRR671749_01501","SRR998654_01504"
"group_3405","","Lanosterol 14-alpha demethylase","14","14","1","1","1036","","","","1355","1355","1355","ERR144577_00806","ERR161044_00814","ERR181435_00808","ERR212146_00811","ERR234202_00813","H37Rv_00809","NC_019950_00789","SRR1019139_00812","SRR1163294_00808","SRR1172044_00807","SRR1173640_00810","SRR1180462_00811","SRR671749_00805","SRR998654_00807"
"group_3406","","hypothetical protein","14","14","1","1","898","","","","476","476","476","ERR144577_00672","ERR161044_00677","ERR181435_00674","ERR212146_00677","ERR234202_00678","H37Rv_00675","NC_019950_00662","SRR1019139_00676","SRR1163294_00673","SRR1172044_00672","SRR1173640_00672","SRR1180462_00675","SRR671749_00671","SRR998654_00671"
"dhbA","","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","14","14","1","1","1037","","","","827","827","827","ERR144577_00807","ERR161044_00815","ERR181435_00809","ERR212146_00812","ERR234202_00814","H37Rv_00810","NC_019950_00790","SRR1019139_00813","SRR1163294_00809","SRR1172044_00808","SRR1173640_00811","SRR1180462_00812","SRR671749_00806","SRR998654_00808"
"prfA","","Peptide chain release factor 1","14","14","1","1","1624","","","","1073","1073","1073","ERR144577_01375","ERR161044_01382","ERR181435_01376","ERR212146_01380","ERR234202_01382","H37Rv_01375","NC_019950_01353","SRR1019139_01378","SRR1163294_01373","SRR1172044_01373","SRR1173640_01377","SRR1180462_01378","SRR671749_01372","SRR998654_01373"
"group_3409","","IS21 family transposase ISAau2","14","14","1","1","3709","","","","746","746","746","ERR144577_03814","ERR161044_03831","ERR181435_03825","ERR212146_03822","ERR234202_03820","H37Rv_03822","NC_019950_03799","SRR1019139_03819","SRR1163294_03825","SRR1172044_03814","SRR1173640_03815","SRR1180462_03823","SRR671749_03815","SRR998654_03823"
"group_341","","Putative fatty-acid--CoA ligase fadD25","14","14","1","1","1861","","","","1325","1751","1720","ERR144577_01609","ERR161044_01617","ERR181435_01611","ERR212146_01615","ERR234202_01616","H37Rv_01610","NC_019950_01589","SRR1019139_01611","SRR1163294_01608","SRR1172044_01608","SRR1173640_01612","SRR1180462_01613","SRR671749_01607","SRR998654_01610"
"group_3410","","hypothetical protein","14","14","1","1","3718","","","","1097","1097","1097","ERR144577_03805","ERR161044_03822","ERR181435_03816","ERR212146_03813","ERR234202_03811","H37Rv_03813","NC_019950_03791","SRR1019139_03810","SRR1163294_03816","SRR1172044_03805","SRR1173640_03806","SRR1180462_03814","SRR671749_03806","SRR998654_03814"
"group_3411","","hypothetical protein","14","14","1","1","1448","","","","500","500","500","ERR144577_01206","ERR161044_01213","ERR181435_01208","ERR212146_01210","ERR234202_01214","H37Rv_01205","NC_019950_01183","SRR1019139_01209","SRR1163294_01205","SRR1172044_01204","SRR1173640_01209","SRR1180462_01210","SRR671749_01202","SRR998654_01204"
"group_3412","","hypothetical protein","14","14","1","1","397","","","","1109","1109","1109","ERR144577_00196","ERR161044_00194","ERR181435_00196","ERR212146_00197","ERR234202_00196","H37Rv_00194","NC_019950_00197","SRR1019139_00199","SRR1163294_00196","SRR1172044_00193","SRR1173640_00197","SRR1180462_00197","SRR671749_00193","SRR998654_00195"
"group_3413","","NADH dehydrogenase-like protein","14","14","1","1","2236","","","","1391","1391","1391","ERR144577_01954","ERR161044_01964","ERR181435_01960","ERR212146_01960","ERR234202_01958","H37Rv_01954","NC_019950_01933","SRR1019139_01954","SRR1163294_01956","SRR1172044_01951","SRR1173640_01958","SRR1180462_01956","SRR671749_01951","SRR998654_01954"
"group_3414","","Acyl-CoA dehydrogenase FadE27","14","14","1","1","3785","","","","956","956","956","ERR144577_03743","ERR161044_03760","ERR181435_03753","ERR212146_03751","ERR234202_03748","H37Rv_03751","NC_019950_03729","SRR1019139_03748","SRR1163294_03753","SRR1172044_03743","SRR1173640_03744","SRR1180462_03751","SRR671749_03744","SRR998654_03751"
"group_3415","","Putative CoA-transferase subunit beta","14","14","1","1","3797","","","","752","752","752","ERR144577_03731","ERR161044_03748","ERR181435_03741","ERR212146_03739","ERR234202_03736","H37Rv_03739","NC_019950_03717","SRR1019139_03736","SRR1163294_03741","SRR1172044_03731","SRR1173640_03732","SRR1180462_03739","SRR671749_03732","SRR998654_03739"
"group_3416","","hypothetical protein","14","14","1","1","2763","","","","1373","1373","1373","ERR144577_02445","ERR161044_02454","ERR181435_02446","ERR212146_02448","ERR234202_02447","H37Rv_02445","NC_019950_02433","SRR1019139_02443","SRR1163294_02446","SRR1172044_02440","SRR1173640_02445","SRR1180462_02446","SRR671749_02441","SRR998654_02443"
"group_3417","","putative protein","14","14","1","1","3643","","","","701","701","701","ERR144577_03877","ERR161044_03894","ERR181435_03888","ERR212146_03887","ERR234202_03883","H37Rv_03885","NC_019950_03862","SRR1019139_03883","SRR1163294_03888","SRR1172044_03877","SRR1173640_03878","SRR1180462_03886","SRR671749_03878","SRR998654_03887"
"group_3418","","hypothetical protein","14","14","1","1","1049","","","","572","572","572","ERR144577_00817","ERR161044_00826","ERR181435_00819","ERR212146_00822","ERR234202_00825","H37Rv_00820","NC_019950_00801","SRR1019139_00823","SRR1163294_00819","SRR1172044_00819","SRR1173640_00821","SRR1180462_00822","SRR671749_00817","SRR998654_00819"
"pfkA","","ATP-dependent 6-phosphofructokinase","14","14","1","1","4415","","","","1031","1031","1031","ERR144577_03153","ERR161044_03168","ERR181435_03164","ERR212146_03162","ERR234202_03160","H37Rv_03160","NC_019950_03130","SRR1019139_03158","SRR1163294_03164","SRR1172044_03152","SRR1173640_03154","SRR1180462_03162","SRR671749_03153","SRR998654_03157"
"group_3425","","putative protein","14","14","1","1","3151","","","","695","695","695","ERR144577_02814","ERR161044_02830","ERR181435_02825","ERR212146_02822","ERR234202_02819","H37Rv_02819","NC_019950_02790","SRR1019139_02817","SRR1163294_02822","SRR1172044_02811","SRR1173640_02814","SRR1180462_02819","SRR671749_02813","SRR998654_02816"
"group_3426","","Putative diacyglycerol O-acyltransferase","14","14","1","1","1753","","","","1319","1319","1319","ERR144577_01506","ERR161044_01514","ERR181435_01508","ERR212146_01512","ERR234202_01514","H37Rv_01507","NC_019950_01485","SRR1019139_01510","SRR1163294_01505","SRR1172044_01506","SRR1173640_01509","SRR1180462_01509","SRR671749_01504","SRR998654_01507"
"eccC3","","ESX-3 secretion system protein EccC3","14","14","1","1","517","","","","3992","3992","3992","ERR144577_00306","ERR161044_00305","ERR181435_00306","ERR212146_00310","ERR234202_00306","H37Rv_00304","NC_019950_00310","SRR1019139_00308","SRR1163294_00306","SRR1172044_00303","SRR1173640_00307","SRR1180462_00308","SRR671749_00303","SRR998654_00303"
