"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC15_reference","GPSC21_reference","GPSC22_reference","GPSC26_reference","GPSC31_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC4_reference","GPSC8_reference","NC_017592"
"group_892","","hypothetical protein","12","12","1","1","2354","363","2","","191","239","214","","GPSC15_reference_00695","GPSC21_reference_00718","GPSC22_reference_00695","GPSC26_reference_00717","GPSC31_reference_00715","GPSC32_reference_00777","GPSC34_reference_00735","GPSC37_reference_00719","GPSC3_reference_00710","","GPSC4_reference_00671","GPSC8_reference_00779","NC_017592_00718"
"group_893","","hypothetical protein","12","12","1","1","2414","411","2","","410","560","532","","GPSC15_reference_00765","GPSC21_reference_00787","GPSC22_reference_00744","GPSC26_reference_00768","GPSC31_reference_00762","GPSC32_reference_00824","GPSC34_reference_00783","GPSC37_reference_00772","GPSC3_reference_00758","GPSC40_reference_00776","","GPSC8_reference_00827","NC_017592_00766"
"prmC","","Release factor glutamine methyltransferase","12","12","1","1","4692","352","2","","839","839","839","","GPSC15_reference_00951","GPSC21_reference_00912","GPSC22_reference_00932","","GPSC31_reference_00949","GPSC32_reference_01018","GPSC34_reference_00971","GPSC37_reference_00960","GPSC3_reference_01120","GPSC40_reference_00962","GPSC4_reference_00907","GPSC8_reference_01016","NC_017592_00958"
"group_915","","hypothetical protein","12","12","1","1","2832","399","1","","224","365","341","","GPSC15_reference_01348","GPSC21_reference_01393","GPSC22_reference_01393","GPSC26_reference_01495","GPSC31_reference_01411","GPSC32_reference_01535","","GPSC37_reference_01385","GPSC3_reference_01493","GPSC40_reference_01386","GPSC4_reference_01422","GPSC8_reference_01507","NC_017592_01406"
"group_916","","hypothetical protein","12","12","1","1","2001","360","1","","140","323","229","","GPSC15_reference_01430","GPSC21_reference_01460","GPSC22_reference_01459","","GPSC31_reference_01482","GPSC32_reference_01600","GPSC34_reference_01517","GPSC37_reference_01464","GPSC3_reference_01561","GPSC40_reference_01514","GPSC4_reference_01492","GPSC8_reference_01593","NC_017592_01488"
"group_931","","hypothetical protein","12","12","1","1","1964","461","1","","197","197","197","","GPSC15_reference_01740","GPSC21_reference_01783","GPSC22_reference_01794","GPSC26_reference_01893","GPSC31_reference_01813","GPSC32_reference_01904","GPSC34_reference_01820","GPSC37_reference_01800","","GPSC40_reference_01848","GPSC4_reference_01826","GPSC8_reference_01948","NC_017592_01816"
"group_936","","hypothetical protein","12","12","1","1","3670","18","8","","344","659","582","","GPSC15_reference_01959","GPSC21_reference_02010","GPSC22_reference_02009","GPSC26_reference_02136","GPSC31_reference_02024","GPSC32_reference_00040","GPSC34_reference_02052","GPSC37_reference_02017","","GPSC40_reference_02068","GPSC4_reference_02052","GPSC8_reference_02205","NC_017592_02048"
"group_948","","hypothetical protein","12","12","1","1","4732","1","296","","725","815","760","","","GPSC21_reference_00934","GPSC22_reference_00950","GPSC26_reference_00970","GPSC31_reference_00967","GPSC32_reference_01036","GPSC34_reference_00988","GPSC37_reference_00978","GPSC3_reference_01096","GPSC40_reference_00985","GPSC4_reference_00930","GPSC8_reference_01074","NC_017592_00978"
"group_983","","hypothetical protein","12","12","1","1","3386","1","922","","2006","2108","2099","AP023349_00186","GPSC15_reference_00126","GPSC21_reference_00071","GPSC22_reference_00112","GPSC26_reference_00099","","GPSC32_reference_00197","GPSC34_reference_00156","GPSC37_reference_00140","GPSC3_reference_00141","GPSC40_reference_00152","","GPSC8_reference_00165","NC_017592_00152"
"artP_1","","Arginine-binding extracellular protein ArtP","12","12","1","1","3388","1","924","","782","806","804","AP023349_00188","GPSC15_reference_00128","GPSC21_reference_00073","GPSC22_reference_00114","GPSC26_reference_00101","","GPSC32_reference_00199","GPSC34_reference_00158","GPSC37_reference_00143","GPSC3_reference_00143","GPSC40_reference_00154","","GPSC8_reference_00167","NC_017592_00154"
"group_99","","IS3 family transposase ISSpn11","12","12","1","1","2447","11","6","","218","833","434","","GPSC15_reference_00784","","GPSC22_reference_00763","GPSC26_reference_00787","GPSC31_reference_00780","GPSC32_reference_00844","GPSC34_reference_00800","GPSC37_reference_00793","GPSC3_reference_00778","GPSC40_reference_00795","GPSC4_reference_00743","GPSC8_reference_00846","NC_017592_00787"
"sodA","","Superoxide dismutase [Mn]","11","11","1","1","2347","104","3","","182","605","566","AP023349_00880","GPSC15_reference_00689","GPSC21_reference_00712","GPSC22_reference_00689","GPSC26_reference_00711","","GPSC32_reference_00771","GPSC34_reference_00729","GPSC37_reference_00713","","GPSC40_reference_00722","","GPSC8_reference_00773","NC_017592_00712"
"group_1157","","hypothetical protein","11","11","1","1","3033","329","5","","449","449","449","","GPSC15_reference_00456","GPSC21_reference_00414","GPSC22_reference_00455","GPSC26_reference_00455","","","GPSC34_reference_00499","GPSC37_reference_00475","GPSC3_reference_00468","GPSC40_reference_00489","GPSC4_reference_00431","GPSC8_reference_00531","NC_017592_00484"
"group_1175","","hypothetical protein","11","11","1","1","2376","418","2","","401","815","777","","","GPSC21_reference_00751","GPSC22_reference_00713","GPSC26_reference_00735","GPSC31_reference_00732","GPSC32_reference_00795","GPSC34_reference_00752","GPSC37_reference_00737","GPSC3_reference_00728","GPSC40_reference_00745","GPSC4_reference_00693","GPSC8_reference_00797",""
"group_1183","","hypothetical protein","11","11","1","1","4708","1","290","","209","245","226","","GPSC15_reference_00965","","GPSC22_reference_00945","GPSC26_reference_00981","GPSC31_reference_00962","GPSC32_reference_01031","","GPSC37_reference_00973","GPSC3_reference_01106","GPSC40_reference_00975","GPSC4_reference_00920","GPSC8_reference_01069","NC_017592_00972"
"group_1207","","hypothetical protein","11","11","1","1","303","1","1376","","653","1337","1274","","GPSC15_reference_01486","GPSC21_reference_01516","GPSC22_reference_01513","GPSC26_reference_01622","GPSC31_reference_01541","GPSC32_reference_01655","","GPSC37_reference_01521","","GPSC40_reference_01570","GPSC4_reference_01549","GPSC8_reference_01649","NC_017592_01545"
"nanA_3","","Sialidase A","11","11","1","1","321","1","1356","","2897","3137","2920","","GPSC15_reference_01490","GPSC21_reference_01519","GPSC22_reference_01516","GPSC26_reference_01625","GPSC31_reference_01543","GPSC32_reference_01658","GPSC34_reference_01578","GPSC37_reference_01524","GPSC3_reference_01622","GPSC40_reference_01573","","GPSC8_reference_01652",""
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","11","11","1","1","1740","311","13","","296","1010","945","","GPSC15_reference_01604","GPSC21_reference_01640","GPSC22_reference_01654","GPSC26_reference_01744","GPSC31_reference_01677","GPSC32_reference_01761","GPSC34_reference_01687","GPSC37_reference_01658","","GPSC40_reference_01707","","GPSC8_reference_01801","NC_017592_01670"
"group_1227","","hypothetical protein","11","11","1","1","712","335","8","","134","206","187","","GPSC15_reference_01778","GPSC21_reference_01822","GPSC22_reference_01833","GPSC26_reference_01932","","","GPSC34_reference_01858","GPSC37_reference_01838","GPSC3_reference_01923","GPSC40_reference_01886","GPSC4_reference_01864","GPSC8_reference_01987","NC_017592_01855"
"group_1229","","hypothetical protein","11","11","1","1","2544","1","987","","815","1277","1235","","GPSC15_reference_01838","GPSC21_reference_01882","GPSC22_reference_01896","GPSC26_reference_02006","GPSC31_reference_01909","GPSC32_reference_02001","","","GPSC3_reference_02000","GPSC40_reference_01950","GPSC4_reference_01931","GPSC8_reference_02062","NC_017592_01929"
"mta","","HTH-type transcriptional activator mta","11","11","1","1","184","21","4","","416","749","564","","","GPSC21_reference_00688","GPSC22_reference_00665","GPSC26_reference_00687","","GPSC32_reference_00747","GPSC34_reference_00705","GPSC37_reference_00688","GPSC3_reference_00679","GPSC40_reference_00698","GPSC4_reference_00640","GPSC8_reference_00749","NC_017592_00688"
"group_132","","IS3 family transposase ISSpn11","11","11","1","1","2443","11","4","","212","515","267","AP023349_00956","GPSC15_reference_00782","","GPSC22_reference_00761","GPSC26_reference_00785","","GPSC32_reference_00842","","GPSC37_reference_00791","GPSC3_reference_00776","GPSC40_reference_00793","GPSC4_reference_00742","GPSC8_reference_00845","NC_017592_00784"
"group_133","","IS3 family transposase ISSpn11","11","18","1.64","1","2105","","","","167","572","305","AP023349_00779	AP023349_01215	AP023349_01334	AP023349_02019	AP023349_01968","GPSC15_reference_01293","GPSC21_reference_00773","","GPSC26_reference_00380","GPSC31_reference_00382","GPSC32_reference_00603","","GPSC37_reference_00395	GPSC37_reference_00758","","GPSC40_reference_00556","GPSC4_reference_00355","GPSC8_reference_01579	GPSC8_reference_01578","NC_017592_01474	NC_017592_01473"
"group_1672","","hypothetical protein","11","11","1","1","2813","27","5","","191","197","195","AP023349_01558","GPSC15_reference_01336","","GPSC22_reference_01381","GPSC26_reference_01483","GPSC31_reference_01398","","GPSC34_reference_01377","GPSC37_reference_01372","GPSC3_reference_01481","GPSC40_reference_01374","","GPSC8_reference_01495","NC_017592_01394"
"group_1703","","hypothetical protein","11","11","1","1","1617","38","4","","1883","1886","1883","AP023349_01657","GPSC15_reference_01519","GPSC21_reference_01548","GPSC22_reference_01542","GPSC26_reference_01654","GPSC31_reference_01570","GPSC32_reference_01686","GPSC34_reference_01607","GPSC37_reference_01552","","GPSC40_reference_01601","","GPSC8_reference_01683",""
"group_1712","","hypothetical protein","11","11","1","1","1639","32","5","","230","254","249","AP023349_01675","GPSC15_reference_01537","GPSC21_reference_01568","GPSC22_reference_01561","GPSC26_reference_01673","GPSC31_reference_01586","GPSC32_reference_01704","","","GPSC3_reference_01667","GPSC40_reference_01619","","GPSC8_reference_01700","NC_017592_01592"
"group_1822","","hypothetical protein","11","11","1","1","3194","1","901","","197","206","200","","GPSC15_reference_00139","","","GPSC26_reference_00121","GPSC31_reference_00119","GPSC32_reference_00216","GPSC34_reference_00169","GPSC37_reference_00157","GPSC3_reference_00158","GPSC40_reference_00166","GPSC4_reference_00114","GPSC8_reference_00186","NC_017592_00172"
"group_1840","","hypothetical protein","11","11","1","1","1437","317","15","","203","239","235","","GPSC15_reference_00386","GPSC21_reference_00328","GPSC22_reference_00374","GPSC26_reference_00374","GPSC31_reference_00376","","GPSC34_reference_00418","GPSC37_reference_00390","","GPSC40_reference_00405","GPSC4_reference_00349","GPSC8_reference_00447","NC_017592_00411"
"group_1863","","hypothetical protein","11","11","1","1","2385","17","4","","440","440","440","","GPSC15_reference_00718","","GPSC22_reference_00719","GPSC26_reference_00742","GPSC31_reference_00739","","GPSC34_reference_00759","GPSC37_reference_00743","GPSC3_reference_00734","GPSC40_reference_00751","GPSC4_reference_00700","GPSC8_reference_00804","NC_017592_00742"
"group_1868","","hypothetical protein","11","11","1","1","4555","1","1183","","413","413","413","","GPSC15_reference_00825","GPSC21_reference_00847","GPSC22_reference_00806","","GPSC31_reference_00820","GPSC32_reference_00890","GPSC34_reference_00844","GPSC37_reference_00837","GPSC3_reference_00876","GPSC40_reference_00839","","GPSC8_reference_00889","NC_017592_00831"
"btuD_5","","Vitamin B12 import ATP-binding protein BtuD","11","11","1","1","714","335","4","","884","884","884","","GPSC15_reference_01776","GPSC21_reference_01820","GPSC22_reference_01831","GPSC26_reference_01930","","","GPSC34_reference_01856","GPSC37_reference_01836","GPSC3_reference_01921","GPSC40_reference_01884","GPSC4_reference_01862","GPSC8_reference_01985","NC_017592_01853"
"group_1941","","hypothetical protein","11","11","1","1","664","19","3","","362","380","376","","GPSC15_reference_01814","GPSC21_reference_01860","GPSC22_reference_01873","GPSC26_reference_01983","","GPSC32_reference_01979","GPSC34_reference_01894","GPSC37_reference_01881","GPSC3_reference_01975","GPSC40_reference_01926","GPSC4_reference_01910","","NC_017592_01906"
"group_1957","","hypothetical protein","11","11","1","1","181","21","1","","314","455","442","","","GPSC21_reference_00689","GPSC22_reference_00666","GPSC26_reference_00688","","GPSC32_reference_00748","GPSC34_reference_00706","GPSC37_reference_00689","GPSC3_reference_00680","GPSC40_reference_00699","GPSC4_reference_00641","GPSC8_reference_00750","NC_017592_00689"
"group_1958","","hypothetical protein","11","11","1","1","2351","41","5","","482","482","482","","","GPSC21_reference_00715","GPSC22_reference_00692","GPSC26_reference_00714","GPSC31_reference_00712","","GPSC34_reference_00732","GPSC37_reference_00716","GPSC3_reference_00706","GPSC40_reference_00725","GPSC4_reference_00667","GPSC8_reference_00776","NC_017592_00715"
"group_200","","hypothetical protein","11","11","1","1","2734","15","11","","230","467","348","","GPSC15_reference_00733","GPSC21_reference_01337","","GPSC26_reference_01436","GPSC31_reference_01354","GPSC32_reference_01479","","GPSC37_reference_01327","GPSC3_reference_01437","GPSC40_reference_01330","GPSC4_reference_01265","GPSC8_reference_01449","NC_017592_01350"
"lacE_2","","PTS system lactose-specific EIICB component","11","11","1","1","3470","210","1","","1691","1691","1691","AP023349_01067","GPSC15_reference_01060","GPSC21_reference_01056","GPSC22_reference_01080","GPSC26_reference_01021","","GPSC32_reference_01209","GPSC34_reference_01098","GPSC37_reference_01082","","GPSC40_reference_01113","","GPSC8_reference_01180","NC_017592_01103"
"group_265","","hypothetical protein","11","11","1","1","2233","435","1","","113","335","292","","GPSC15_reference_01285","GPSC21_reference_01312","GPSC22_reference_01314","GPSC26_reference_01411","GPSC31_reference_01328","","GPSC34_reference_01308","GPSC37_reference_01302","GPSC3_reference_01412","GPSC40_reference_01303","GPSC4_reference_01240","GPSC8_reference_01424",""
"leuB","","3-isopropylmalate dehydrogenase","11","11","1","1","4349","10","13","","269","1301","820","","GPSC15_reference_01126","GPSC21_reference_01138","","GPSC26_reference_01242","GPSC31_reference_01149","GPSC32_reference_01273","GPSC34_reference_01163","GPSC37_reference_01149","GPSC3_reference_01222","","GPSC4_reference_01074","GPSC8_reference_01259","NC_017592_01167"
"group_294","","hypothetical protein","11","11","1","1","3353","315","13","","1001","3485","1851","","GPSC15_reference_00105","GPSC21_reference_00047","GPSC22_reference_00087","GPSC26_reference_00077","GPSC31_reference_00086","GPSC32_reference_00174","GPSC34_reference_00133","GPSC37_reference_00116","GPSC3_reference_00118","GPSC40_reference_00126","","GPSC8_reference_00139",""
"sulD","","Bifunctional folate synthesis protein","11","11","1","1","626","451","1","","812","812","812","","GPSC15_reference_00296","GPSC21_reference_00256","","GPSC26_reference_00283","GPSC31_reference_00285","GPSC32_reference_00372","GPSC34_reference_00339","GPSC37_reference_00319","GPSC3_reference_00316","","GPSC4_reference_00269","GPSC8_reference_00344","NC_017592_00330"
"group_299","","hypothetical protein","11","11","1","1","3668","18","12","","281","1277","1070","","GPSC15_reference_01957","GPSC21_reference_02009","","GPSC26_reference_02133","GPSC31_reference_02022","GPSC32_reference_00039","GPSC34_reference_02051","GPSC37_reference_02016","","GPSC40_reference_02066","GPSC4_reference_02050","GPSC8_reference_02203","NC_017592_02047"
